State Code,State Name,Year,Month,Intra_State_No_Of_Suppliers,Intra_State_No_Of_Eway_Bills,Intra_State_Asset_Value_Rs._In_Cr,Inter_State_Outward_No_Of_Suppliers,Inter_State_Outward_No_Of_Eway_Bills,Inter_State_Outward_Asset_Value_Rs_ In_Cr,Inter_State_Inward_No_Of_Suppliers,Inter_State_Inward_No_Of_Eway_Bills,Inter_State_Inward_Asset_Value_Rs._In_Cr
20,JHARKHAND,2022,3,10972,613354,1607507,8728,276120,2136643,28475,509580,1973674
21,ODISHA,2022,3,17000,1086130,2721641,7175,305432,3688000,34399,461513,2258785
22,CHHATTISGARH,2022,3,6205,305399,1102694,8601,185232,2118695,25765,439663,1950534
23,MADHYA PRADESH,2022,3,26731,918040,2151095,22778,518017,2909666,76375,1075571,3735799
24,GUJARAT,2022,3,160925,4522723,15577719,140419,4925259,14928480,141292,1934641,10382948
25,DAMAN AND DIU,2022,3,0,0,0,1,1,2,15,55,1539
26,DADRA AND NAGAR HAVELI,2022,3,3045,126127,573638,3934,462438,2091680,5520,197540,1665664
27,MAHARASHTRA,2022,3,153468,7337812,20409715,118844,4411711,17310670,209054,3174142,15897786
29,KARNATAKA,2022,3,111591,4768730,9337963,54882,2148241,7900468,119463,2060129,8281508
30,GOA,2022,3,1965,100478,185849,1789,68921,556638,7929,126291,1228025
31,LAKSHADWEEP,2022,3,0,0,0,2,3,6,52,604,750
32,KERALA,2022,3,45184,1762457,2664248,16319,196058,993150,57993,784058,2246408
33,TAMIL NADU,2022,3,98968,5190898,11203888,74530,2482184,9562301,118544,2120805,9373391
34,PUDUCHERRY,2022,3,1111,42563,234181,1967,118049,448749,5688,116706,394827
35,ANDAMAN AND NICOBAR,2022,3,43,3292,3931,86,372,4666,1040,10765,27066
36,TELANGANA,2022,3,47763,2411707,4693586,34699,795703,3871846,65649,1296366,4763477
37,ANDHRA PRADESH,2022,3,38336,1811096,3501612,23340,515502,4388124,72942,998979,4230443
38,LADAKH,2022,3,36,267,936,20,40,251,517,2966,10074
97,Other Territory,2022,3,8,61,1110,33,2349,62690,290,10864,237945
1,JAMMU AND KASHMIR,2022,2,5861,192550,341840,2623,33445,236301,18696,192684,608446
2,HIMACHAL PRADESH,2022,2,8537,262689,596782,5478,261804,1226381,21081,293373,1059426
3,PUNJAB,2022,2,67174,1633489,4409298,47796,859056,2983664,69576,908887,3163278
4,CHANDIGARH,2022,2,2217,24067,43441,5055,78061,169517,8309,118108,274342
5,UTTARAKHAND,2022,2,12690,552172,1067913,8798,339026,1865145,25259,451719,1559354
6,HARYANA,2022,2,72644,2787798,5835031,63584,3298331,7844203,103309,1989418,7522729
7,DELHI,2022,2,69634,960302,3700699,125900,1675760,4773865,124347,1883278,5276662
8,RAJASTHAN,2022,2,64789,1480646,4142909,52061,1369596,4182471,100569,1343099,5167903
9,UTTAR PRADESH,2022,2,125450,3545944,8284477,83393,1592707,6741603,187886,2484071,8597291
10,BIHAR,2022,2,8244,478336,1038370,8012,94812,385418,58318,704133,1761483
11,SIKKIM,2022,2,149,6227,11592,195,6975,283133,1796,33645,109160
12,ARUNACHAL PRADESH,2022,2,189,2972,6376,228,1594,11210,3169,33721,76622
13,NAGALAND,2022,2,151,2315,7636,308,7567,16001,2607,31901,60570
14,MANIPUR,2022,2,107,4057,11113,131,695,5220,2771,39843,89915
15,MIZORAM,2022,2,62,1355,2669,83,374,1803,2037,30810,55112
16,TRIPURA,2022,2,1493,37638,72241,445,2673,26591,4503,39527,103706
17,MEGHALAYA,2022,2,434,18810,37974,494,40812,89559,3750,48959,111804
18,ASSAM,2022,2,12502,484466,925382,10102,201336,656478,26223,364010,1169613
19,WEST BENGAL,2022,2,44903,1760721,4982678,40393,833104,3773733,64560,1146332,4553570
20,JHARKHAND,2022,2,10309,563830,1395883,8272,241605,1728128,27016,446264,1671287
21,ODISHA,2022,2,15656,927519,2222735,6666,260894,2893422,33205,426581,1940992
22,CHHATTISGARH,2022,2,5890,256618,919428,8304,170192,1766333,24955,427029,1579017
23,MADHYA PRADESH,2022,2,24924,803487,1848689,21669,455875,2504569,72436,933122,3225743
24,GUJARAT,2022,2,153697,4189220,13707386,135496,4088781,12821823,136548,1816110,9449517
25,DAMAN AND DIU,2022,2,0,0,0,0,0,0,19,60,209
26,DADRA AND NAGAR HAVELI,2022,2,2888,121498,524822,3828,441253,1873007,5454,186201,1485547
27,MAHARASHTRA,2022,2,143300,6525062,17239127,113121,3922372,14560912,199654,2837185,13515957
29,KARNATAKA,2022,2,103557,4176482,7802778,51243,1948993,6455354,112434,1787925,6946055
30,GOA,2022,2,1829,89063,158241,1674,62805,449628,7435,110786,1117274
31,LAKSHADWEEP,2022,2,0,0,0,0,0,0,39,350,463
32,KERALA,2022,2,42921,1566984,2269886,15553,177525,902756,54158,630950,2006043
33,TAMIL NADU,2022,2,92213,4529966,9621381,70258,2180737,8044641,111860,1841028,8158106
34,PUDUCHERRY,2022,2,1044,39518,190192,1921,104970,388379,5437,103318,332129
35,ANDAMAN AND NICOBAR,2022,2,33,1616,2113,65,280,4085,994,10161,24818
36,TELANGANA,2022,2,45167,2091062,3912041,33047,731040,3382480,62733,1162876,4080013
37,ANDHRA PRADESH,2022,2,35362,1630258,2987946,21759,456096,3997903,69960,893442,3761088
38,LADAKH,2022,2,30,216,805,14,20,55,207,1027,3425
97,Other Territory,2022,2,7,72,2508,32,2326,63145,247,10104,214796
1,JAMMU AND KASHMIR,2022,1,5346,154213,281942,2478,31900,225546,16821,156055,535102
2,HIMACHAL PRADESH,2022,1,8208,249451,584271,5364,265494,1254745,20215,292292,1108201
3,PUNJAB,2022,1,65309,1572705,4213693,47277,805379,2893918,67219,847604,3154776
4,CHANDIGARH,2022,1,2108,26383,44179,4935,76919,161032,8094,112819,274044
5,UTTARAKHAND,2022,1,12805,566884,1082895,8722,337486,1817770,24914,450589,1579000
6,HARYANA,2022,1,71091,2739061,5789393,62553,3370775,7596520,99412,1971782,7490404
7,DELHI,2022,1,66172,868741,3480703,122017,1561764,4500070,119737,1741900,5071964
8,RAJASTHAN,2022,1,63716,1433609,4070070,51448,1332952,4178984,98975,1350641,5114518
9,UTTAR PRADESH,2022,1,123325,3533306,8086006,82312,1567248,6548145,183580,2587431,8847253
10,BIHAR,2022,1,7879,467463,1002741,7991,92005,389077,56417,714501,1741583
11,SIKKIM,2022,1,143,6940,12672,184,6835,282496,1761,35714,126740
12,ARUNACHAL PRADESH,2022,1,170,2601,5367,219,1540,13544,3071,32787,74612
13,NAGALAND,2022,1,121,1681,5834,305,5401,13700,2488,30072,61588
14,MANIPUR,2022,1,86,4089,9318,126,672,3421,2788,40255,88223
15,MIZORAM,2022,1,57,1631,3464,73,351,1554,1992,29875,58891
16,TRIPURA,2022,1,1498,36483,73406,451,2768,29640,4511,40098,102272
17,MEGHALAYA,2022,1,398,17428,37286,469,45452,90827,3711,51966,116173
18,ASSAM,2022,1,12362,468130,909032,10032,205988,659660,25305,347772,1155324
19,WEST BENGAL,2022,1,44343,1832988,4989650,40247,833678,3771503,64000,1144879,4611982
20,JHARKHAND,2022,1,9713,518738,1328614,8002,224119,1653179,26074,403034,1557625
21,ODISHA,2022,1,15739,942717,2209694,6539,277558,3092798,33189,433578,1896955
22,CHHATTISGARH,2022,1,5887,266360,928599,8399,172242,1814365,24860,402431,1534839
23,MADHYA PRADESH,2022,1,24363,779651,1788752,21491,439667,2549895,72003,927196,3186546
24,GUJARAT,2022,1,152780,4257838,13528061,134884,4036401,12806249,136733,1809309,9683110
25,DAMAN AND DIU,2022,1,0,0,0,3,5,4,21,152,450
26,DADRA AND NAGAR HAVELI,2022,1,2882,124707,521504,3803,438798,1881740,5387,192140,1631582
27,MAHARASHTRA,2022,1,141764,6730144,17323806,112812,3998936,14669046,199843,2830479,13887763
29,KARNATAKA,2022,1,102127,4177176,7591192,50865,2020756,6561864,111536,1776298,6980803
30,GOA,2022,1,1861,92264,156440,1630,65083,469568,7459,115299,1369076
31,LAKSHADWEEP,2022,1,0,0,0,2,2,4,52,428,996
32,KERALA,2022,1,43074,1620929,2376562,15209,169288,904208,55072,670090,2023138
33,TAMIL NADU,2022,1,89266,4333722,9044870,69400,2133113,7576454,111464,1860674,8122345
34,PUDUCHERRY,2022,1,1025,37742,155386,1882,100714,345893,5345,102294,333076
35,ANDAMAN AND NICOBAR,2022,1,37,883,2171,59,172,2308,1009,10231,23608
36,TELANGANA,2022,1,44229,2079534,3916855,32675,715059,3313646,62882,1225267,4150681
37,ANDHRA PRADESH,2022,1,34713,1637222,2992425,21343,454544,3715243,69940,890214,3762859
38,LADAKH,2022,1,28,267,1335,9,17,49,214,886,4896
97,Other Territory,2022,1,10,75,2752,26,2447,64549,235,11126,223848
1,JAMMU AND KASHMIR,2021,12,5742,192751,323084,3208,38788,250419,19121,200855,617630
2,HIMACHAL PRADESH,2021,12,8428,284203,610517,5533,286142,1282516,22297,318164,1146466
3,PUNJAB,2021,12,68448,1771325,4528465,52214,965368,3103195,71187,934041,3338246
4,CHANDIGARH,2021,12,2312,28683,42934,5085,82429,165240,8499,127710,292050
5,UTTARAKHAND,2021,12,12795,570391,1063116,9045,368873,1914452,26576,473292,1572659
6,HARYANA,2021,12,72276,2719427,5834163,64227,3322856,7968412,102899,2006440,7633218
7,DELHI,2021,12,70034,1001262,3931119,127826,1756820,4891420,125996,1843788,5661701
8,RAJASTHAN,2021,12,63861,1476753,4114338,52835,1433027,4275969,101110,1373408,5237196
9,UTTAR PRADESH,2021,12,124026,3635185,8052493,85861,1686503,6801106,188456,2546493,8593683
10,BIHAR,2021,12,7715,486947,1004606,7999,91122,357433,55174,637179,1790191
11,SIKKIM,2021,12,143,6883,12534,200,7579,313452,1880,38331,137518
12,ARUNACHAL PRADESH,2021,12,156,2443,5751,238,1985,14459,3115,34787,75386
13,NAGALAND,2021,12,110,1498,5889,274,4407,12767,2557,31946,65392
14,MANIPUR,2021,12,83,4071,10427,140,632,2551,2912,49635,90455
15,MIZORAM,2021,12,65,1240,3331,76,351,8272,2008,34259,61924
16,TRIPURA,2021,12,1469,38290,82837,479,3139,39840,4419,43144,106291
17,MEGHALAYA,2021,12,406,13167,36141,473,33303,74951,3845,51917,111721
18,ASSAM,2021,12,12508,503094,968181,10155,228388,722037,26451,339504,1247456
19,WEST BENGAL,2021,12,44663,1871331,4988214,41209,862099,4050418,65591,1200748,4671751
20,JHARKHAND,2021,12,9542,508435,1204664,7875,220454,1613323,26672,396511,4219825
21,ODISHA,2021,12,15208,911139,2108056,6599,266736,3016403,33182,438782,2004885
22,CHHATTISGARH,2021,12,5720,254909,848187,8256,171941,1811701,25342,415133,1588676
23,MADHYA PRADESH,2021,12,23153,753391,1734789,21683,473614,2636410,72854,948147,3392126
24,GUJARAT,2021,12,151611,4338035,13576166,135271,4235914,13329681,141062,1904249,10171321
25,DAMAN AND DIU,2021,12,0,0,0,2,10,37,14,99,238
26,DADRA AND NAGAR HAVELI,2021,12,2829,125969,516097,3801,450573,1895614,5356,197353,1591482
27,MAHARASHTRA,2021,12,141201,6665602,17337204,114402,4183424,15639374,204830,3049444,14791532
29,KARNATAKA,2021,12,103238,4321435,8109406,52618,2069038,7045954,114962,1900819,19749642
30,GOA,2021,12,1876,101598,164398,1706,70108,486023,8082,126661,525660
31,LAKSHADWEEP,2021,12,1,1,13,1,1,1,50,516,814
32,KERALA,2021,12,43252,1698465,2439257,15860,181887,906289,56977,749505,2118165
33,TAMIL NADU,2021,12,90950,4646992,9593004,72404,2303465,23863913,117760,2033457,8957570
34,PUDUCHERRY,2021,12,1045,40672,215713,1892,109330,400614,5610,110341,347769
35,ANDAMAN AND NICOBAR,2021,12,34,845,1964,56,208,1842,1106,12179,27430
36,TELANGANA,2021,12,44588,2194211,4010328,33717,785687,3705119,65277,1269409,4312517
37,ANDHRA PRADESH,2021,12,35639,1720658,3056477,22152,461005,3815611,75983,1126532,3943906
38,LADAKH,2021,12,34,356,1138,35,90,477,548,2638,8848
97,Other Territory,2021,12,7,91,3177,25,4762,64306,282,11916,230961
1,JAMMU AND KASHMIR,2021,11,5503,192641,317110,3224,35904,226494,18882,196818,591868
2,HIMACHAL PRADESH,2021,11,8117,248793,539158,5172,246298,1095316,21978,290558,1019033
3,PUNJAB,2021,11,64354,1600487,4060453,50765,1049479,2891837,65997,824325,2962879
4,CHANDIGARH,2021,11,2117,28474,40245,4872,73538,152053,8160,114546,250500
5,UTTARAKHAND,2021,11,11974,528324,944555,8349,313379,1625733,25678,428497,1401757
6,HARYANA,2021,11,68831,2419705,5080790,60173,2844805,6774935,96221,1742877,6551516
7,DELHI,2021,11,65023,876700,3292389,119621,1543722,4139886,117057,1615191,4681845
8,RAJASTHAN,2021,11,58658,1250276,3544302,47567,1194225,3644029,94717,1168936,4545283
9,UTTAR PRADESH,2021,11,117577,3296765,7184241,79037,1427804,5763462,179931,2306905,7789498
10,BIHAR,2021,11,6941,391200,829426,6544,68656,279468,51955,578157,1553916
11,SIKKIM,2021,11,123,4568,8791,178,6727,277566,1819,34385,115419
12,ARUNACHAL PRADESH,2021,11,141,2391,4959,232,1840,14252,3001,33168,67280
13,NAGALAND,2021,11,118,1481,5759,262,3437,11429,2614,32755,59444
14,MANIPUR,2021,11,81,3246,8790,104,564,1633,2802,42454,77915
15,MIZORAM,2021,11,65,891,1652,69,320,1202,2028,33251,54897
16,TRIPURA,2021,11,1406,35747,84703,436,2956,41346,4350,39793,94674
17,MEGHALAYA,2021,11,431,12553,28622,448,30109,70529,3653,48330,100790
18,ASSAM,2021,11,11912,461840,851554,9744,214625,722797,25796,302998,1073563
19,WEST BENGAL,2021,11,42412,1728193,4591790,38629,809091,3721705,61663,1025068,4305569
20,JHARKHAND,2021,11,8969,463788,1136001,6932,193845,1452261,24988,368452,1444775
21,ODISHA,2021,11,14599,823113,1975439,6097,251174,2891344,31504,388844,1823688
22,CHHATTISGARH,2021,11,5127,195823,726411,7370,139587,1591397,22749,337780,1388125
23,MADHYA PRADESH,2021,11,17514,475174,1157341,19113,388303,2197715,68961,814104,2947747
24,GUJARAT,2021,11,134688,3369975,11263571,122359,3262419,11133249,124739,1532927,9305170
25,DAMAN AND DIU,2021,11,0,0,0,4,8,10,11,51,103
26,DADRA AND NAGAR HAVELI,2021,11,2677,106241,459008,3608,350605,1503317,5081,163185,1366699
27,MAHARASHTRA,2021,11,130499,5718872,14713591,105321,3467344,13283210,186112,2480471,12907303
29,KARNATAKA,2021,11,96142,3745725,6861802,48081,1740557,5973119,104342,1639117,6147723
30,GOA,2021,11,1788,89345,155368,1586,60092,430463,7366,110439,445115
31,LAKSHADWEEP,2021,11,1,1,6,1,2,4,44,407,909
32,KERALA,2021,11,41531,1519401,2201043,14777,165479,917169,52713,636386,1902486
33,TAMIL NADU,2021,11,80467,3699416,7573326,65017,1959609,7051846,102457,1552372,7235191
34,PUDUCHERRY,2021,11,922,32176,177336,1771,98411,333212,4869,87642,304957
35,ANDAMAN AND NICOBAR,2021,11,32,933,2315,58,212,2264,1006,9888,22139
36,TELANGANA,2021,11,41776,1979293,3564915,31294,706501,3123948,60411,1024991,3656574
37,ANDHRA PRADESH,2021,11,32629,1457072,2600558,20110,380817,3726667,68365,898562,3297649
38,LADAKH,2021,11,34,487,1690,62,304,2534,1131,8471,23486
97,Other Territory,2021,11,6,71,19694,23,2170,56441,234,8878,218433
1,JAMMU AND KASHMIR,2021,10,5516,199759,3256,3405,42272,2640,18924,197750,4923
2,HIMACHAL PRADESH,2021,10,8532,308925,6311,5404,296824,12909,24054,310667,9141
3,PUNJAB,2021,10,67839,1895588,47740,53016,1238940,33538,63914,727859,25273
4,CHANDIGARH,2021,10,2280,32068,501,5142,90592,1805,8427,121673,2496
5,UTTARAKHAND,2021,10,12506,638026,10995,8668,357968,18598,27015,406557,11738
6,HARYANA,2021,10,71701,2834185,59572,63727,3533187,78453,96387,1534744,59131
7,DELHI,2021,10,69390,1078026,38564,127272,1926991,49799,112329,1460403,42393
8,RAJASTHAN,2021,10,65044,1591345,41921,51728,1571296,41748,68364,810221,31922
9,UTTAR PRADESH,2021,10,123952,3913517,85060,84405,1723505,70149,168420,1923172,69269
10,BIHAR,2021,10,7388,454545,9589,6908,77636,3274,50593,466418,12928
11,SIKKIM,2021,10,127,3563,69,163,5916,2375,1661,23528,680
12,ARUNACHAL PRADESH,2021,10,143,2184,45,240,1877,146,2968,32227,626
13,NAGALAND,2021,10,124,1875,59,269,3727,121,2592,31383,542
14,MANIPUR,2021,10,78,4331,83,108,590,20,2762,44207,792
15,MIZORAM,2021,10,62,932,19,63,309,14,1855,28145,468
16,TRIPURA,2021,10,1336,30718,732,405,2632,307,3887,33268,767
17,MEGHALAYA,2021,10,349,12193,274,425,28920,646,3477,41528,862
18,ASSAM,2021,10,11763,467495,8749,9615,209537,7078,23110,255188,7794
19,WEST BENGAL,2021,10,40299,1610370,45399,38720,868082,36194,45888,594266,29729
20,JHARKHAND,2021,10,9360,536456,13319,7325,214995,15666,23883,281398,10970
21,ODISHA,2021,10,14511,869673,20269,6205,228051,26540,27329,278420,12591
22,CHHATTISGARH,2021,10,5523,221704,8593,7819,150313,16218,17782,225523,10089
23,MADHYA PRADESH,2021,10,56,6138,29,1134,11308,496,51142,457220,15539
24,GUJARAT,2021,10,114,9427,53,6763,25825,682,84097,799903,31230
25,DAMAN AND DIU,2021,10,0,0,0,0,0,0,10,22,0
26,DADRA AND NAGAR HAVELI,2021,10,1,1,0,192,666,13,1487,16749,1421
27,MAHARASHTRA,2021,10,349,44085,248,6572,66051,1456,120621,1515661,54597
29,KARNATAKA,2021,10,98136,4108703,75331,49998,2119615,65248,58626,762042,38640
30,GOA,2021,10,1805,92711,1470,1622,67254,4868,4442,47378,6199
31,LAKSHADWEEP,2021,10,0,0,0,1,1,0,7,77,8
32,KERALA,2021,10,10,873,7,355,2143,55,26811,249302,7686
33,TAMIL NADU,2021,10,132,12288,73,3948,21201,785,78560,1110182,33556
34,PUDUCHERRY,2021,10,1,1,0,43,171,6,1928,20528,611
35,ANDAMAN AND NICOBAR,2021,10,30,778,17,59,246,30,550,3959,102
36,TELANGANA,2021,10,40897,2016587,37880,31300,735279,31325,44151,598924,29186
37,ANDHRA PRADESH,2021,10,32761,1642252,29859,21152,441339,36140,56071,565860,24514
38,LADAKH,2021,10,31,748,22,57,338,20,1342,13362,389
97,Other Territory,2021,10,0,0,0,6,605,280,191,4730,651
1,JAMMU AND KASHMIR,2021,9,5404,203446,3199,3266,40852,2646,19535,233276,6489
2,HIMACHAL PRADESH,2021,9,8159,291231,6032,5303,292209,12983,22603,343290,11164
3,PUNJAB,2021,9,64323,1757060,42601,50693,1106372,31534,68955,967816,31236
4,CHANDIGARH,2021,9,2178,29135,456,4953,84421,1652,8356,128179,2842
5,UTTARAKHAND,2021,9,12022,611143,10127,8452,354689,17771,26215,479162,14619
6,HARYANA,2021,9,69204,2570888,53617,61724,3351377,72990,99343,2018327,74884
7,DELHI,2021,9,67808,1000602,36709,125700,1795266,46965,122982,1826010,53024
8,RAJASTHAN,2021,9,61458,1387494,36273,50279,1382992,38226,97471,1323777,51035
9,UTTAR PRADESH,2021,9,117313,3417451,76221,81555,1595130,68298,184886,2626922,82554
10,BIHAR,2021,9,7280,449083,8976,7215,77174,3176,55968,755464,17270
11,SIKKIM,2021,9,148,4329,121,190,7205,2863,1824,33765,968
12,ARUNACHAL PRADESH,2021,9,151,2182,47,234,1825,121,3029,33893,613
13,NAGALAND,2021,9,98,1632,62,262,3185,106,2606,33309,570
14,MANIPUR,2021,9,71,3564,75,109,441,22,2768,45196,825
15,MIZORAM,2021,9,62,931,19,61,333,28,1845,27899,466
16,TRIPURA,2021,9,1353,32060,673,443,2603,314,4632,43625,919
17,MEGHALAYA,2021,9,354,12944,276,437,27257,572,3554,42253,868
18,ASSAM,2021,9,11808,470561,8642,9853,210939,7385,26301,372000,11080
19,WEST BENGAL,2021,9,42352,1698601,46779,39951,869600,36406,63969,1342535,45683
20,JHARKHAND,2021,9,9107,477102,11191,7325,201864,14814,26455,409957,13288
21,ODISHA,2021,9,14270,766578,18342,6074,188855,24514,31382,411738,16983
22,CHHATTISGARH,2021,9,5241,196287,7192,7685,144200,15491,24855,383549,13269
23,MADHYA PRADESH,2021,9,17458,523381,11111,20162,430466,22193,71585,867453,28819
24,GUJARAT,2021,9,139970,3876828,114101,131002,4349192,116974,133491,1766903,89028
25,DAMAN AND DIU,2021,9,0,0,0,3,6,0,10,76,1
26,DADRA AND NAGAR HAVELI,2021,9,2801,122290,4759,3712,430119,16602,5265,176751,13241
27,MAHARASHTRA,2021,9,131370,5989949,152467,108716,4176599,142733,196529,2865495,138242
29,KARNATAKA,2021,9,97414,4098775,76214,49735,2092764,65148,110692,2028976,71522
30,GOA,2021,9,1731,80038,1298,1625,64404,4650,6929,104339,3926
31,LAKSHADWEEP,2021,9,0,0,0,1,4,0,39,309,9
32,KERALA,2021,9,39554,1443856,21619,14802,179485,8875,51846,617813,18623
33,TAMIL NADU,2021,9,86412,4385589,90514,69324,2290813,87072,116214,2223044,80169
34,PUDUCHERRY,2021,9,970,39396,2051,1865,106792,3874,5440,111235,3217
35,ANDAMAN AND NICOBAR,2021,9,32,840,16,56,283,29,1053,10676,228
36,TELANGANA,2021,9,40408,1964832,35839,30873,728954,30532,62136,1258414,44464
37,ANDHRA PRADESH,2021,9,31872,1578577,28628,20771,422702,33404,70268,895023,36640
38,LADAKH,2021,9,37,788,20,50,303,23,1269,14352,361
97,Other Territory,2021,9,4,83,23,22,2627,644,234,10437,1812
1,JAMMU AND KASHMIR,2021,8,5279,193388,3233,3224,40280,2733,18925,208759,6263
2,HIMACHAL PRADESH,2021,8,8008,275627,5913,5108,273439,12294,21302,319246,10452
3,PUNJAB,2021,8,62671,1730862,42101,48415,975666,29466,66822,901092,30317
4,CHANDIGARH,2021,8,2108,29208,424,4917,80517,1578,8137,120712,2634
5,UTTARAKHAND,2021,8,11607,546907,9247,8189,331105,16799,24200,435654,13652
6,HARYANA,2021,8,67030,2540049,51582,60403,3050391,69794,96474,1900989,67766
7,DELHI,2021,8,64629,922959,32910,120168,1577714,42320,118340,1610009,46870
8,RAJASTHAN,2021,8,61706,1394129,36420,49251,1321064,37807,95580,1242097,50538
9,UTTAR PRADESH,2021,8,112525,3270577,73635,78314,1435791,61406,173527,2242040,78726
10,BIHAR,2021,8,6945,423837,8331,6877,71945,3086,51153,628465,15581
11,SIKKIM,2021,8,127,3871,80,171,6650,2789,1604,28475,919
12,ARUNACHAL PRADESH,2021,8,133,1919,39,205,1646,105,2811,29782,562
13,NAGALAND,2021,8,103,1928,58,242,2617,100,2481,34470,576
14,MANIPUR,2021,8,70,3630,61,91,544,35,2502,37962,707
15,MIZORAM,2021,8,71,754,18,77,316,27,1695,25125,437
16,TRIPURA,2021,8,1324,29843,589,410,2452,264,4294,41963,854
17,MEGHALAYA,2021,8,313,9543,200,407,24315,551,3146,35242,804
18,ASSAM,2021,8,11606,445563,8370,9306,200225,7033,23589,292795,9659
19,WEST BENGAL,2021,8,41799,1686656,45584,39227,792136,35676,61989,1235531,42780
20,JHARKHAND,2021,8,8822,468263,10760,7168,192749,14706,25132,369297,12837
21,ODISHA,2021,8,14554,814266,19850,6116,220426,26801,31932,397051,16600
22,CHHATTISGARH,2021,8,5245,225467,7485,7647,150554,15483,23979,416521,13352
23,MADHYA PRADESH,2021,8,16863,499841,10856,19335,392524,21427,68184,876552,27999
24,GUJARAT,2021,8,139743,3863144,111581,130132,4067787,115396,131709,1796707,84290
25,DAMAN AND DIU,2021,8,0,0,0,2,9,1,17,97,1
26,DADRA AND NAGAR HAVELI,2021,8,2756,121566,4525,3706,431878,16767,5154,176997,12713
27,MAHARASHTRA,2021,8,130584,6099041,152346,107203,3799156,137861,193890,2744936,128329
29,KARNATAKA,2021,8,96774,4089558,72929,49558,1936844,60895,110179,1894562,65712
30,GOA,2021,8,1788,87686,1482,1628,67388,4921,7051,116120,4368
31,LAKSHADWEEP,2021,8,1,2,0,1,2,0,28,224,2
32,KERALA,2021,8,39422,1508376,22707,14282,169328,8175,52063,640984,19275
33,TAMIL NADU,2021,8,85426,4427840,88905,69897,2267021,79920,112188,1898826,74394
34,PUDUCHERRY,2021,8,996,39445,1582,1868,107713,3484,5369,105394,3421
35,ANDAMAN AND NICOBAR,2021,8,36,932,18,69,344,44,964,9867,200
36,TELANGANA,2021,8,40021,2010469,35710,30881,727536,29315,61917,1182907,41610
37,ANDHRA PRADESH,2021,8,31969,1565861,28577,20690,425020,33464,71282,936578,34308
38,LADAKH,2021,8,38,785,18,37,273,11,1265,13718,339
97,Other Territory,2021,8,4,103,408,26,2895,820,218,9895,2051
1,JAMMU AND KASHMIR,2021,7,5087,186560,3155,3006,39266,2981,18758,212018,6395
2,HIMACHAL PRADESH,2021,7,7917,274049,5900,5148,271891,12328,21731,320921,10307
3,PUNJAB,2021,7,61402,1648754,38201,47191,880455,27674,66822,875302,29521
4,CHANDIGARH,2021,7,2092,29904,438,4875,80671,1577,8004,118515,2655
5,UTTARAKHAND,2021,7,11502,548884,9448,8175,328444,16791,23801,424732,13524
6,HARYANA,2021,7,66135,2728976,53523,59537,3003009,69318,95550,1927953,66374
7,DELHI,2021,7,63721,911390,33658,118624,1513522,41330,116516,1499490,46249
8,RAJASTHAN,2021,7,62396,1455864,36179,49254,1259815,36921,96431,1212097,47927
9,UTTAR PRADESH,2021,7,110556,3311305,71860,76643,1364841,59364,171275,2034961,74342
10,BIHAR,2021,7,6885,453842,8778,7051,76128,3186,50778,541641,15288
11,SIKKIM,2021,7,133,3937,71,153,6173,2739,1566,27483,975
12,ARUNACHAL PRADESH,2021,7,143,1973,38,192,1378,85,2679,28476,612
13,NAGALAND,2021,7,97,1319,58,242,1967,92,2285,33387,527
14,MANIPUR,2021,7,58,2414,41,86,443,31,2175,32674,582
15,MIZORAM,2021,7,34,452,8,45,184,19,1540,22239,353
16,TRIPURA,2021,7,1222,25546,535,370,2157,330,3886,34076,795
17,MEGHALAYA,2021,7,312,9911,207,418,24318,515,3085,34927,799
18,ASSAM,2021,7,10764,385822,7368,8851,190912,6766,20829,249674,8567
19,WEST BENGAL,2021,7,40453,1603174,43429,37524,722674,34236,58726,1154602,41913
20,JHARKHAND,2021,7,8756,512264,10842,7285,183033,13722,24779,332648,12557
21,ODISHA,2021,7,14399,818876,20386,5979,234241,26898,30952,384203,16270
22,CHHATTISGARH,2021,7,5254,228289,7710,7751,150041,15417,23678,372085,13613
23,MADHYA PRADESH,2021,7,17077,527883,11663,20047,400962,22367,69795,878683,29211
24,GUJARAT,2021,7,139322,3919057,112498,128253,3465662,110368,130934,1899336,83705
25,DAMAN AND DIU,2021,7,0,0,0,3,5,0,11,85,1
26,DADRA AND NAGAR HAVELI,2021,7,2745,116985,4385,3659,389070,15845,5104,173028,11967
27,MAHARASHTRA,2021,7,125142,5723161,143453,103861,3604279,133612,186615,2604255,122236
29,KARNATAKA,2021,7,93232,3968116,70965,48371,1967649,58952,106858,1751697,62644
30,GOA,2021,7,1646,73140,1516,1509,59832,4408,6440,100099,3758
31,LAKSHADWEEP,2021,7,0,0,0,2,2,0,46,347,5
32,KERALA,2021,7,37282,1285586,20041,13731,165568,8920,49628,570769,17642
33,TAMIL NADU,2021,7,82530,4358184,87269,68184,2349192,77746,109606,1715172,72118
34,PUDUCHERRY,2021,7,959,38207,1049,1806,102150,3198,5278,101788,2960
35,ANDAMAN AND NICOBAR,2021,7,30,640,14,53,297,23,882,7691,184
36,TELANGANA,2021,7,39142,2015616,35558,30614,728767,29670,60864,1201939,40672
37,ANDHRA PRADESH,2021,7,31553,1570930,28072,20511,429532,34433,70061,908946,33327
38,LADAKH,2021,7,31,474,14,30,318,11,1232,13413,380
